Date,Time,accel_x,accel_y,accel_z
9/4/2023,1:26:07,1.350329757,5.363011837,7.891288757
9/4/2023,1:26:24,0.497993946,-0.612915635,9.902418137
9/4/2023,1:27:06,0.612915635,-0.59376204,9.844957352
9/4/2023,1:27:57,0.526724398,-0.651222885,9.854534149
9/4/2023,1:28:40,0.526724398,-0.565031588,9.854534149
9/4/2023,1:32:01,0.536301196,-0.565031588,9.835380554
9/4/2023,1:34:46,0.89064306,5.152322292,6.904877663
9/4/2023,1:35:01,1.015141487,5.612008572,8.063671112
9/4/2023,1:35:16,0.737414122,5.707777023,7.948749542
9/4/2023,1:35:31,0.833182216,5.257667065,8.312667847
9/4/2023,1:35:46,2.097320795,4.654327869,7.891288757
9/4/2023,1:36:19,0.804451764,-0.229843363,9.892841339
9/4/2023,1:38:51,0.775721371,-0.181959331,9.825803757
9/4/2023,1:39:09,0.746990919,-0.201112941,9.864110947
9/4/2023,1:39:28,0.746990919,-0.220266551,9.835380554
9/4/2023,1:39:55,0.775721371,-0.220266551,9.835380554
9/4/2023,1:48:02,0.699106872,-0.229843363,9.844957352
9/4/2023,1:50:01,-1.388636947,-0.900219858,9.787496567
9/4/2023,1:50:16,8.791508675,-0.114921682,5.717353821
9/4/2023,1:50:31,8.973467827,-0.220266551,4.185064793
9/4/2023,1:50:46,9.854534149,-0.708683729,2.365471363
9/4/2023,1:51:01,9.35654068,-0.086191259,3.801992416
9/4/2023,1:51:16,9.251194954,-0.134075299,3.79241538
9/4/2023,1:51:31,9.308655739,-0.124498487,3.687070608
9/4/2023,1:51:46,9.423578262,-0.469263524,3.53384161
9/4/2023,1:52:01,9.279925346,-0.047884032,3.888183594
9/4/2023,1:52:16,9.232041359,-0.076614454,3.79241538
9/4/2023,1:52:31,9.557653427,-0.143652096,3.45722723
9/4/2023,1:52:46,9.461885452,-0.143652096,3.34230566
9/4/2023,1:53:01,9.423578262,-0.153228909,3.275267839
9/4/2023,1:53:19,0.746990919,1.426944256,9.739612579
9/4/2023,1:53:52,0.794874966,1.350329757,9.730035782
9/4/2023,1:55:22,0.708683729,1.398213744,9.758766174
9/4/2023,2:00:28,0.861912608,1.446097851,9.825803757
9/4/2023,2:01:29,0.814028561,1.388636947,9.662998199
9/4/2023,2:03:19,0.976834297,1.436521053,9.777919769
9/4/2023,2:04:54,0.852335811,1.379060149,9.749189377
9/4/2023,2:06:40,-2.729389906,2.537853718,7.374141216
9/4/2023,2:06:55,8.992621422,1.015141487,4.395754337
9/4/2023,2:07:11,9.346963882,0.9672575,3.706224203
9/4/2023,2:07:26,9.289502144,0.9672575,3.639186621
9/4/2023,2:07:41,9.414001465,0.718260527,3.591302633
9/4/2023,2:07:56,9.299078941,0.785298169,3.543418407
9/4/2023,2:08:11,9.270348549,0.919373453,3.706224203
9/4/2023,2:08:27,9.31823349,1.00556469,3.351882458
9/4/2023,2:08:42,9.212887764,0.89064306,3.562572241
9/4/2023,2:08:57,9.222464561,0.871489406,2.595314741
9/4/2023,2:09:12,9.251194954,0.919373453,3.926490784
9/4/2023,2:09:27,9.308655739,0.919373453,3.591302633
9/4/2023,2:09:42,9.145850182,0.861912608,3.859453201
9/4/2023,2:09:57,9.184157372,0.833182216,3.869029999
9/4/2023,2:10:12,9.011775017,0.727837324,4.23294878
9/4/2023,2:10:27,9.002198219,0.871489406,4.252102375
9/4/2023,2:10:42,8.954314232,0.814028561,4.357447147
9/4/2023,2:10:57,9.040505409,0.804451764,4.27125597
9/4/2023,2:11:12,9.088389397,0.727837324,4.38617754
9/4/2023,2:11:27,8.992621422,0.746990919,4.328716755
9/4/2023,2:11:42,8.944737434,0.660799682,4.434061527
9/4/2023,2:11:57,8.973467827,0.746990919,4.414907932
9/4/2023,2:12:12,8.925583839,0.746990919,4.50109911
9/4/2023,2:12:27,8.963891029,0.718260527,4.491522312
9/4/2023,2:12:42,8.801085472,0.881066203,4.596867085
9/4/2023,2:12:57,8.81066227,0.938527048,4.510675907
9/4/2023,2:13:31,0.124498487,0.086191259,9.902418137
9/4/2023,2:15:04,0.143652096,0.095768064,9.864110947
9/4/2023,2:16:59,0.114921682,0.076614454,9.950302124
9/4/2023,2:22:40,0.153228909,0.038307227,9.873687744
9/4/2023,2:28:19,0.517147541,0.756567717,9.643844604
9/4/2023,2:28:38,-0.603338838,0.201112941,12.83292103
9/4/2023,2:28:53,0.29688102,-0.057460841,9.797073364
9/4/2023,2:29:08,0.383072257,-0.114921682,9.940725327
9/4/2023,2:29:23,0.402225882,-0.047884032,9.883264542
9/4/2023,2:29:47,0.392649084,-0.086191259,9.873687744
9/4/2023,2:41:27,0.392649084,-0.086191259,9.873687744
9/4/2023,2:45:54,0.392649084,-0.086191259,9.806650162
9/4/2023,2:46:36,0.411802679,-0.067037649,9.883264542
9/4/2023,2:47:27,0.344765037,-0.02873042,9.911994934
9/4/2023,2:49:39,0.383072257,-0.067037649,9.902418137
9/4/2023,2:51:25,0.450109929,-0.02873042,9.854534149
9/4/2023,2:52:30,0.440533102,-0.095768064,9.844957352
9/4/2023,2:54:15,0.430956304,-0.095768064,9.873687744
9/4/2023,2:56:11,0.363918662,-0.009576807,9.864110947
9/4/2023,2:57:22,0.478840351,-0.038307227,9.873687744
9/4/2023,2:58:21,0.402225882,-0.038307227,9.854534149
9/4/2023,3:03:14,0.363918662,-0.143652096,9.892841339
9/4/2023,3:05:36,0.37349546,-0.019153614,9.835380554
9/4/2023,3:08:14,0.37349546,-0.02873042,9.921571732
9/4/2023,3:12:19,0.37349546,-0.019153614,9.911994934
9/4/2023,3:13:42,-8.46589756,-3.055001259,0.411802679
9/4/2023,3:13:59,-9.011775017,-1.024718285,2.442085743
9/4/2023,3:14:14,-8.81066227,-1.810016513,3.12203908
9/4/2023,3:14:29,-8.973467827,-1.436521053,2.815581083
9/4/2023,3:14:44,-8.054094315,-1.953668594,4.903325081
9/4/2023,3:14:59,-8.84896946,-2.030282974,2.748543501
9/4/2023,3:15:14,-9.050082207,-1.924938202,2.106897593
9/4/2023,3:15:27,-8.73404789,-1.944091797,3.323152065
9/4/2023,3:15:42,-9.212887764,-1.082179189,1.771709204
9/4/2023,3:15:57,-9.050082207,-1.216254473,2.336740971
9/4/2023,3:16:12,-9.279925346,-1.436521053,0.134075299
9/4/2023,3:16:28,-9.251194954,-0.861912608,1.350329757
9/4/2023,3:16:43,-9.308655739,-1.063025594,1.283292055
9/4/2023,3:16:58,-9.251194954,1.26413846,1.321599364
9/4/2023,3:17:13,-9.327810287,1.101332784,0.411802679
9/4/2023,3:17:28,-9.327810287,1.158793569,0.507570744
9/4/2023,3:17:43,-9.385271072,1.273715258,0.67037648
9/4/2023,3:17:58,-9.31823349,1.18752408,0.861912608
9/4/2023,3:18:13,-9.059659004,-1.206677675,2.777273893
9/4/2023,3:18:28,-8.916007042,-1.589749932,2.863465309
9/4/2023,3:18:43,-8.61912632,-1.532289028,3.754108191
9/4/2023,3:18:58,-8.513781548,-1.714248419,3.801992416
9/4/2023,3:19:13,-9.289502144,-0.469263524,1.273715258
9/4/2023,3:19:28,-9.299078941,-0.756567717,2.394201756
9/4/2023,3:19:43,-9.117119789,0.229843363,2.461239338
9/4/2023,3:19:58,-9.078812599,0.220266551,2.815581083
9/4/2023,3:20:13,-8.916007042,-0.258573771,2.796427488
9/4/2023,3:20:28,-8.925583839,-0.268150598,2.796427488
9/4/2023,3:20:43,-9.050082207,-0.517147541,2.834734917
9/4/2023,3:20:58,-8.777143478,-2.370259762,2.770091295
9/4/2023,3:21:13,0.076614454,2.738966703,9.442731857
9/4/2023,3:21:29,0.497993946,1.043871999,9.844957352
9/4/2023,3:21:59,0.919373453,1.417367458,9.710882187
9/4/2023,3:22:28,0.948103845,1.340752959,9.768342972
9/4/2023,3:23:57,0.900219858,1.379060149,9.720458984
9/4/2023,3:25:53,0.948103845,1.312022567,9.787496567
9/4/2023,3:26:20,0.909796655,1.379060149,9.739612579
9/4/2023,3:27:15,0.938527048,1.388636947,9.797073364
9/4/2023,3:34:50,0.938527048,1.359906554,9.797073364
9/4/2023,3:39:09,0.948103845,1.369483352,9.816226959
9/4/2023,3:46:34,0.881066203,1.340752959,9.749189377
9/4/2023,3:57:34,0.861912608,1.359906554,9.691728592
9/4/2023,4:03:35,0.919373453,1.417367458,9.749189377
9/4/2023,4:17:57,0.67037648,1.312022567,9.777919769
9/4/2023,4:23:21,0.746990919,1.675941229,9.720458984
9/4/2023,4:23:36,0.785298169,1.589749932,9.701305389
9/4/2023,4:27:16,0.287304193,1.685518026,9.701305389
9/4/2023,4:35:23,0.277727395,1.628057122,9.701305389
9/4/2023,4:43:55,0.287304193,1.685518026,9.777919769
9/4/2023,4:53:20,0.565031588,1.321599364,9.768342972
9/4/2023,5:09:02,0.086191259,1.89620769,9.643844604
9/4/2023,5:15:02,0.095768064,1.915361404,9.672574997
9/4/2023,5:16:29,0.086191259,1.915361404,9.720458984
9/4/2023,5:29:51,0.02873042,1.991975784,9.701305389
9/4/2023,5:45:26,0.02873042,1.89620769,9.643844604
9/4/2023,5:59:39,0.153228909,1.350329757,9.758766174
9/4/2023,6:09:21,0.191536129,1.359906554,9.777919769
9/4/2023,6:20:05,0.172382519,1.369483352,9.739612579
9/4/2023,6:23:53,0.172382519,1.350329757,9.787496567
9/4/2023,6:24:08,0.210689753,1.350329757,9.710882187
9/4/2023,6:24:24,0.181959331,1.302445769,9.749189377
9/4/2023,6:24:39,0.143652096,1.340752959,9.682151794
9/4/2023,6:24:54,0.134075299,1.331176162,9.749189377
9/4/2023,6:25:09,0.210689753,1.369483352,9.682151794
9/4/2023,6:25:24,0.105344877,1.340752959,9.787496567
9/4/2023,6:25:39,0.191536129,1.379060149,9.758766174
9/4/2023,6:25:54,0.220266551,1.350329757,9.835380554
9/4/2023,6:26:09,0.210689753,1.350329757,9.777919769
9/4/2023,6:26:24,0.201112941,1.369483352,9.758766174
9/4/2023,6:26:39,0.239420176,1.417367458,9.730035782
9/4/2023,6:26:54,0.143652096,1.273715258,9.768342972
9/4/2023,6:27:09,0.201112941,1.359906554,9.816226959
9/4/2023,6:27:24,0.201112941,1.312022567,9.835380554
9/4/2023,6:27:39,0.172382519,1.283292055,9.787496567
9/4/2023,6:30:02,0.153228909,1.302445769,9.730035782
9/4/2023,6:38:55,0.33518824,1.455674648,9.768342972
9/4/2023,6:42:57,0.325611442,1.513135433,9.662998199
9/4/2023,6:50:02,-2.403778553,-0.976834297,9.50976944
9/4/2023,6:50:17,-2.403778553,-0.9672575,9.43315506
9/4/2023,6:50:32,4.079719543,5.698200226,6.703764915
9/4/2023,6:50:55,2.585737944,1.532289028,9.461885452
9/4/2023,6:51:37,2.652775526,1.484405041,9.538499832
9/4/2023,6:54:09,2.662352324,1.551442742,9.404424667
9/4/2023,6:58:40,2.710236311,1.551442742,9.461885452
9/4/2023,7:06:29,2.796427488,1.474828243,9.404424667
9/4/2023,7:20:56,1.130063176,1.340752959,9.682151794
9/4/2023,7:30:07,1.063025594,1.388636947,9.768342972
9/4/2023,7:38:58,0.976834297,1.417367458,9.806650162
9/4/2023,7:52:26,0.976834297,1.465251446,9.701305389
9/4/2023,7:52:41,0.909796655,1.426944256,9.749189377
9/4/2023,7:52:56,1.053448796,1.436521053,9.720458984
9/4/2023,7:53:11,0.976834297,1.417367458,9.730035782
9/4/2023,7:53:32,0.957680702,1.426944256,9.730035782
9/4/2023,8:02:20,1.034295082,1.474828243,9.768342972
9/4/2023,8:15:44,0.919373453,1.426944256,9.758766174
9/4/2023,8:16:36,0.948103845,1.369483352,9.777919769
9/4/2023,8:22:18,0.957680702,1.426944256,9.739612579
9/4/2023,8:32:08,0.948103845,1.474828243,9.758766174
9/4/2023,8:35:12,1.00556469,1.426944256,9.787496567
9/4/2023,8:43:13,0.957680702,1.407790542,9.768342972
9/4/2023,8:43:28,0.938527048,1.359906554,9.749189377
9/4/2023,8:43:43,1.024718285,1.446097851,9.662998199
9/4/2023,8:44:09,1.216254473,1.388636947,9.710882187
9/4/2023,8:44:30,-7.824251175,-5.372588634,1.177947283
9/4/2023,8:45:17,-4.932055473,5.104437828,-6.339846134
9/4/2023,8:45:32,0.909796655,0.833182216,-9.653421402
9/4/2023,8:48:15,-6.138733387,5.640739441,-4.443638325
9/4/2023,8:50:27,-0.047884032,-0.440533102,11.10909557
9/4/2023,8:50:42,-3.734954596,2.882618904,8.552088737
9/4/2023,8:50:57,-2.671929121,2.796427488,8.944737434
9/4/2023,8:51:12,-2.767697096,3.485957623,8.561665535
9/4/2023,8:51:27,-3.016694069,3.102885485,8.829815865
9/4/2023,8:51:42,-3.141192675,2.652775526,8.6957407
9/4/2023,8:51:57,-1.8579005,4.290409565,8.494627953
9/4/2023,8:52:12,0.574608386,5.27682066,8.54251194
9/4/2023,8:52:27,-0.823605359,3.763684988,9.059659004
9/4/2023,8:52:42,-1.493981838,2.221819162,9.452308655
9/4/2023,8:52:57,-1.762132406,3.974374771,8.820239067
9/4/2023,8:53:12,-2.432508945,3.936067581,8.762778282
9/4/2023,8:53:27,-1.417367458,3.524264812,9.346963882
9/4/2023,8:53:42,5.736507416,-7.785943985,-0.900219858
9/4/2023,8:53:57,6.828263283,-7.240066051,-0.143652096
9/4/2023,8:54:12,6.866570473,-7.307103634,-0.268150598
9/4/2023,8:54:28,6.397306919,-7.441178799,-0.038307227
9/4/2023,8:54:45,8.456320763,-3.964797974,-3.667917013
9/4/2023,8:55:00,7.671022415,0.833182216,-6.110002518
9/4/2023,8:55:21,7.671022415,0.411802679,-6.330269337
9/4/2023,8:55:43,7.61356163,0.344765037,-6.349422932
9/4/2023,8:56:01,7.469909191,-0.277727395,-6.454767704
9/4/2023,8:56:21,7.460332394,-0.172382519,-6.598419666
9/4/2023,8:56:45,7.422025204,-0.191536129,-6.646304131
9/4/2023,8:57:21,7.450755596,-0.239420176,-6.675034523
9/4/2023,8:59:09,7.469909191,0.162805721,-6.531382084
9/4/2023,9:00:43,6.330269337,1.867477298,-7.345410824
9/4/2023,9:04:01,0.172382519,9.615114212,-0.488417149
9/4/2023,9:05:13,2.56658411,7.240066051,7.422025204
9/4/2023,9:05:28,1.628057122,9.308655739,2.183511972
9/4/2023,9:05:43,7.019799232,6.780379295,-1.800439715
9/4/2023,9:05:58,6.301538944,7.077260017,-2.11647439
9/4/2023,9:06:13,5.937620163,7.287950039,-2.978386879
9/4/2023,9:06:28,7.192182064,5.784391403,-3.371036053
9/4/2023,9:06:43,6.655880928,6.215347767,-3.45722723
9/4/2023,9:06:59,6.330269337,6.856993675,-3.016694069
9/4/2023,9:07:14,6.10042572,6.751648903,-3.275267839
9/4/2023,9:07:29,6.378153324,6.751648903,-3.466804028
9/4/2023,9:07:44,5.870582581,7.144298077,-2.758120298
9/4/2023,9:07:59,6.177040577,6.95276165,-3.141192675
9/4/2023,9:08:14,5.726930618,7.201758862,-3.227383852
9/4/2023,9:08:29,5.822698593,7.489062786,-2.777273893
9/4/2023,9:08:44,6.052541733,7.125144482,-2.892195702
9/4/2023,9:08:59,6.186617374,7.182605267,-2.997540474
9/4/2023,9:09:14,5.899312973,7.307103634,-3.169923067
9/4/2023,9:09:29,6.033388138,7.575253963,-2.001552582
9/4/2023,9:09:44,5.822698593,7.632715225,-2.346317768
9/4/2023,9:09:59,5.803544998,7.393294811,-2.796427488
9/4/2023,9:10:14,5.784391403,7.201758862,-2.652775526
9/4/2023,9:10:29,6.445190907,6.79953289,-2.748543501
9/4/2023,9:10:44,5.966350555,7.393294811,-2.748543501
9/4/2023,9:10:59,5.870582581,7.335834026,-2.825158119
9/4/2023,9:11:14,6.263231754,6.856993675,-1.800439715
9/4/2023,9:11:29,5.918466568,6.962338448,-3.610456228
9/4/2023,9:11:44,5.726930618,7.173028469,-3.754108191
9/4/2023,9:11:59,5.889736176,7.010222435,-3.505111217
9/4/2023,9:12:14,-0.469263524,9.653421402,-0.191536129
9/4/2023,9:12:29,-0.708683729,9.260771751,-2.557007313
9/4/2023,9:12:45,-1.944091797,9.002198219,-2.15478158
9/4/2023,9:13:00,-2.087743998,8.6957407,-3.179499865
9/4/2023,9:13:15,-1.934514999,8.801085472,-3.093308687
9/4/2023,9:13:30,-3.236960649,8.667010307,-2.212242365
9/4/2023,9:13:45,-2.518700123,8.877699852,-2.480392933
9/4/2023,9:14:00,-1.216254473,9.059659004,-2.892195702
9/4/2023,9:14:15,-1.8579005,8.714894295,-3.438073635
9/4/2023,9:14:30,-1.695094824,8.609549522,-3.840299606
9/4/2023,9:14:45,-2.260126352,8.714894295,-3.294421434
9/4/2023,9:15:00,5.755661011,7.747636795,-1.541865945
9/4/2023,9:15:15,6.655880928,7.527369976,-3.265691042
9/4/2023,9:15:30,6.167463779,7.010222435,-2.949656487
9/4/2023,9:15:45,5.908889771,7.02937603,-3.485957623
9/4/2023,9:16:00,5.98550415,7.153874874,-3.12203908
9/4/2023,9:16:15,5.669469833,7.268796444,-3.399766445
9/4/2023,9:16:30,5.861005783,7.173028469,-3.447650433
9/4/2023,9:16:45,5.525817394,7.671022415,-2.834734917
9/4/2023,9:17:00,5.372588634,7.431602001,-3.543418407
9/4/2023,9:17:15,5.152322292,6.95276165,-4.491522312
9/4/2023,9:17:30,5.248090267,7.134721279,-4.022258759
9/4/2023,9:17:45,6.531382084,6.895300865,-2.806004286
9/4/2023,9:18:00,6.02381134,6.780379295,-3.715801001
9/4/2023,9:18:15,5.736507416,6.770802498,-4.242525578
9/4/2023,9:18:31,6.694188118,5.995080948,-2.461239338
9/4/2023,9:18:46,5.659893036,6.847416878,-4.252102375
9/4/2023,9:19:01,5.928043365,6.655880928,-3.869029999
9/4/2023,9:19:16,5.487510204,6.742072105,-4.596867085
9/4/2023,9:19:31,9.107542992,3.447650433,3.035847664
9/4/2023,9:20:04,0.143652096,1.158793569,9.739612579
9/4/2023,9:20:40,0.124498487,1.149216771,9.787496567
9/4/2023,9:21:25,0.124498487,1.139639974,9.768342972
9/4/2023,9:23:39,0.114921682,1.101332784,9.816226959
9/4/2023,9:24:25,-3.313575268,-0.612915635,9.155426979
9/4/2023,9:24:40,-0.881066203,0.919373453,9.758766174
9/4/2023,9:24:55,-0.852335811,0.92895025,9.864110947
9/4/2023,9:25:10,-0.823605359,0.919373453,9.777919769
9/4/2023,9:25:25,-1.034295082,0.545877993,9.758766174
9/4/2023,9:25:40,-1.120486379,0.804451764,9.768342972
9/4/2023,9:25:55,-1.024718285,0.957680702,9.691728592
9/4/2023,9:26:10,-0.938527048,0.181959331,9.797073364
9/4/2023,9:26:25,-1.053448796,0.095768064,10.08437729
9/4/2023,9:26:40,-1.101332784,0.057460841,9.816226959
9/4/2023,9:26:55,-1.168370485,0.047884032,9.701305389
9/4/2023,9:27:10,0.114921682,0.766144514,-9.682151794
9/4/2023,9:27:26,0.086191259,0.737414122,-9.701305389
9/4/2023,9:27:41,0.114921682,0.737414122,-9.634267807
9/4/2023,9:27:56,0.153228909,0.679953277,-9.710882187
9/4/2023,9:28:11,0.172382519,0.737414122,-9.730035782
9/4/2023,9:28:26,0.143652096,0.718260527,-9.672574997
9/4/2023,9:28:41,0.134075299,0.718260527,-9.672574997
9/4/2023,9:28:56,0.124498487,0.708683729,-9.691728592
9/4/2023,9:29:11,0.134075299,0.746990919,-9.662998199
9/4/2023,9:29:26,0.143652096,0.727837324,-9.720458984
9/4/2023,9:29:41,0.143652096,0.699106872,-9.768342972
9/4/2023,9:29:56,-0.172382519,0.507570744,-9.662998199
9/4/2023,9:30:11,2.585737944,3.485957623,8.925583839
9/4/2023,9:30:26,0.37349546,-0.095768064,9.911994934
9/4/2023,9:30:41,0.363918662,-0.134075299,9.892841339
9/4/2023,9:31:11,0.354341865,-0.086191259,9.892841339
9/4/2023,9:31:39,0.287304193,-0.02873042,9.854534149
9/4/2023,9:32:27,0.402225882,-0.067037649,9.873687744
9/4/2023,9:32:46,0.33518824,-0.105344877,9.883264542
9/4/2023,9:34:08,0.37349546,-0.076614454,9.979032516
9/4/2023,9:35:35,0.37349546,-0.095768064,9.902418137
9/4/2023,9:41:20,0.37349546,-0.086191259,9.844957352
9/4/2023,9:56:34,0.354341865,-0.047884032,9.902418137
9/4/2023,10:05:52,0.33518824,-0.114921682,9.864110947
9/4/2023,10:10:49,0.325611442,-0.124498487,9.825803757
9/4/2023,10:13:27,0.316034615,-0.105344877,9.950302124
9/4/2023,10:15:38,0.344765037,-0.114921682,9.864110947
9/4/2023,10:16:35,3.734954596,6.177040577,6.981492043
9/4/2023,10:16:50,2.11647439,4.165910721,8.303091049
9/4/2023,10:17:05,1.407790542,5.401319027,8.111555099
9/4/2023,10:17:20,0.402225882,10.00776291,7.623138428
9/4/2023,10:17:38,0.440533102,-0.277727395,9.902418137
9/4/2023,10:19:08,0.459686726,-0.181959331,9.854534149
9/4/2023,10:19:49,0.392649084,-0.220266551,9.864110947
9/4/2023,10:20:34,0.450109929,-0.239420176,9.921571732
9/4/2023,10:22:47,0.536301196,-0.191536129,9.921571732
9/4/2023,10:23:19,0.450109929,-0.153228909,9.902418137
9/4/2023,10:23:57,0.507570744,-0.181959331,9.844957352
9/4/2023,10:25:10,0.383072257,-0.172382519,9.931148529
9/4/2023,10:26:52,0.469263524,-0.181959331,9.854534149
9/4/2023,10:27:42,6.406883717,7.240066051,4.960785866
9/4/2023,10:27:57,4.252102375,8.791508675,-0.354341865
9/4/2023,10:28:12,5.267243862,7.393294811,4.137180328
9/4/2023,10:28:27,5.123591423,7.479485989,3.801992416
9/4/2023,10:28:42,5.35343504,7.479485989,3.667917013
9/4/2023,10:28:57,5.573701382,7.153874874,3.811569214
9/4/2023,10:29:12,5.477933407,7.144298077,3.983951569
9/4/2023,10:29:27,4.922478676,7.335834026,4.548983097
9/4/2023,10:29:42,0.459686726,5.497087002,8.130708694
9/4/2023,10:29:58,1.00556469,5.027823448,8.370129585
9/4/2023,10:30:13,0.708683729,6.397306919,7.134721279
9/4/2023,10:30:28,0.948103845,5.918466568,7.69017601
9/4/2023,10:30:43,3.179499865,3.34230566,8.226476669
9/4/2023,10:30:58,1.082179189,4.797980309,8.312667847
9/4/2023,10:31:21,-0.459686726,0.181959331,9.825803757
9/4/2023,10:32:57,-0.497993946,0.172382519,9.758766174
9/4/2023,10:33:48,-0.29688102,0.363918662,9.911994934
9/4/2023,10:34:32,-0.268150598,0.29688102,9.854534149
9/4/2023,10:37:00,-0.29688102,0.402225882,9.864110947
9/4/2023,10:37:49,-0.287304193,0.440533102,9.892841339
9/4/2023,10:39:33,-0.316034615,0.421379507,9.844957352
9/4/2023,10:42:46,-0.306457818,0.440533102,9.883264542
9/4/2023,10:44:55,-0.612915635,0.162805721,9.835380554
